"PERMITNO"|"FCLTUIN"|"FCLNAME"|"FCLTYAD"|"FCLTCIT"|"FCLTCTC"|"FCLSTCD"|"FCLZIPC"|"FCLGLAT"|"FCLGLON"|"IMPCAT"
"TX0085448"|"110009776787"|"FT BEND COUNTY MUD 34 WWTP"|"2.1MI E-NE OF INTX FM 1093 AND FM 723"|"HOUSTON"|"1383864"|"TX"|""|29.688889|-95.765833|""
"TX0085456"|"110009776796"|"GLEN OAKS MHP WWTF"|"2000' SE INTX STHWY 30 W/ FM"|"BRYAN"|"1353099"|"TX"|"77803"|30.643056|-96.260556|""
"TX0085464"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1383886"|"TX"|""|29.811389|-95.423611|""
"TX0085499"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1383886"|"TX"|""|29.869722|-95.328333|""
"TX0085511"|"110039178715"|"TEXAS DEPT OF CRIM. JUSTICE"|"ROUTE 4, BOX 1200"|"ROSHARON"|"1383805"|"TX"|"77583"|29.313611|-95.493056|""
"TX0085570"|"110018925957"|"FORMOSA POINT COMFORT PLANT"|"201 FORMOSA DRIVE"|"POINT COMFORT"|"1365500"|"TX"|"77978"|28.6825|-96.545278|"4"
"TX0085588"|"110009776803"|"CHIMNEY HILL WWTP"|"1800' E JACKRABBIT RD,4500' N"|"HOUSTON"|"1380948"|"TX"|"77041"|29.890278|-95.609167|""
"TX0085618"|"110000505686"|"DALLAS SALMON WWTP"|"703 N WISCONSIN; 0.75 M NE STHWY 3 AND FMR 518"|"NASSUA BAY"|"1339753"|"TX"|"77573"|29.519444|-95.096111|"4"
"TX0085626"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.974722|-95.368333|""
"TX0085677"|"110039178779"|"JOPATA INDUSTRIES, INC."|"UNKNOWN"|""|"1383886"|"TX"|""|29.772222|-95.178056|""
"TX0085693"|"110009746935"|"OAKWOOD VILLAGE WWTP"|"5818 PALOMA"|"HOUSTON"|"1347681"|"TX"|"77388"|30.095|-95.506667|""
"TX0085707"|"110009776812"|"PETTY WWTP"|"0.4MI SW INTX FM 137 AND FM 1509"|"PETTY"|"1365123"|"TX"|"75470"|33.597222|-95.813333|""
"TX0085715"|"110039169226"|"UNKNOWN"|"UNKNOWN"|""|"1383805"|"TX"|""|29.458889|-95.356389|""
"TX0085731"|"110039178831"|"UNKNOWN"|"UNKNOWN"|""|"1339101"|"TX"|""|32.400556|-94.858333|""
"TX0085740"|"110000504534"|"CITY OF CEDAR PARK WATER RECLA"|"1MI SE INTX US HWY 183 BRUSHY CREEK RD"|"CEDAR PARK"|"1354140"|"TX"|"78613"|30.496111|-97.805278|""
"TX0085758"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1348633"|"TX"|""|30.095556|-95.563056|""
"TX0085766"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1383886"|"TX"|""|29.935|-95.415833|""
"TX0085782"|"110000599362"|"FRITO-LAY ROSENBERG"|"APPROX. 3 MILES WEST OF STATE"|"ROSENBERG"|"1345587"|"TX"|"77471"|29.598889|-95.868333|""
"TX0085804"|"110039169226"|"UNKNOWN"|"UNKNOWN"|""|"1357720"|"TX"|""|28.949722|-95.358056|""
"TX0085821"|"110009746944"|"MAPLE LEAF GARDENS WWTP"|"800' N OF ZAKA RD, W OF WINDFE"|"THE WOODLANDS"|"1337750"|"TX"|"77387"|29.9125|-95.546111|""
"TX0085855"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.949444|-95.549722|""
"TX0085871"|"110009776830"|"WEIMAN MHP WWTF"|"1500' S INTX FM 529 JACKRABBIT RD"|"HOUSTON"|"1383886"|"TX"|"77222"|29.875|-95.644444|""
"TX0085901"|"110009776849"|"WHOLESALE ROOFING SUPPLY"|"2200' E INTX HARDY RD AND RICHEY RD"|"HOUSTON"|"1380948"|"TX"|"770733505"|29.995278|-95.401111|""
"TX0085910"|"110006686960"|"SPRING CYPRESS WWTP"|"1442 SPRING CYPRESS RD"|"HOUSTON"|"1380948"|"TX"|"77373"|30.075|-95.434444|""
"TX0085928"|"110017753581"|"PHILLIPS 66 COMPANY"|"P.O. BOX 845"|"MONT BELVIEU"|"1383821"|"TX"|"77500"|""|""|""
"TX0085936"|"110020050665"|"TACTICAL VEHICLE SYSTEMS WWTP"|"NE CORNER INTX IH10 & PYKA RD"|"SEALY"|"1346849"|"TX"|"77474"|29.76|-96.218056|""
"TX0085944"|"110039170278"|"UNKNOWN"|"UNKNOWN"|""|"1380947"|"TX"|""|32.765556|-97.335556|""
"TX0085961"|"110009776509"|"COTTON BAYOU MANOR MHP WWTP"|"0.8M NE INTX FM 3180 AND FM 565"|"BAYTOWN"|"1383821"|"TX"|"77520"|29.801667|-94.836944|""
"TX0085979"|"110000460983"|"JOHANN HALTERMANN JACINTOPORT PLANT"|"16717 JACINTOPORT BLVD"|"HOUSTON"|"1380948"|"TX"|"77015"|29.7375|-95.1525|"4"
"TX0085987"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.948056|-95.680556|""
"TX0086002"|"110000461599"|"UNIVAR USA"|"11235 FM 529,.5M SW US HWY 290"|"JERSEY VILLAGE"|"1383886"|"TX"|"77041"|29.875|-95.574722|""
"TX0086011"|"110009776518"|"CYPRESS HILL MUD 1 WWTP"|"400F W CYPRESS HILL RD,3/4MI N CYPRESS ROSE HILL"|"HARRIS COUNTY"|"1380948"|"TX"|"77041"|29.98|-95.701389|""
"TX0086037"|"110039198980"|"TEMPLE INLAND FOREST"|"ST HWY 96, APPROX 1M E"|"SILSBEE"|"1347123"|"TX"|""|""|""|""
"TX0086045"|"110009776536"|"HORIZON REGIONAL MUD - WWTP"|"0.5MI W INTX ASFORD RD & HORIZON BLVD"|"EL PASO"|"1380946"|"TX"|"77002"|31.681667|-106.229167|""
"TX0086053"|"110009776545"|"HOUSTON OAKS WWTP"|"2.5MI N INTX HEGAR RD/FM 2920"|"HOCKLEY"|"1384022"|"TX"|"77447"|30.095833|-95.838889|""
"TX0086088"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380966"|"TX"|""|29.819167|-94.966667|""
"TX0086096"|"110010922350"|"STEAM BOAT SPRINGS WWTP"|"1500' S OF USHWY 90"|"HOUSTON"|"1383931"|"TX"|"77257"|29.968056|-94.900278|"4"
"TX0086100"|"110005117257"|"LABARGE COATING"|"400 SOUTH SHELDON ROAD"|"CHANNELVIEW"|"1373053"|"TX"|"77530"|29.766667|-95.12|""
"TX0086118"|"110006800444"|"BRAZORIA COUNTY MUD NO. 3 WWTP"|"500' N OF MARYS CRK, 4800' W O"|"SUGARLAND"|"1383805"|"TX"|"77478"|29.541389|-95.344167|""
"TX0086134"|"110006801041"|"MILAM STREET WWTP (PLANT NO.2)"|"0.88MI N INTX US HWY 181 AND FM 1144"|"KARNES CITY"|"1360493"|"TX"|"78118"|28.894167|-97.906389|""
"TX0086142"|"110000463613"|"ROHM AND HAAS COMPANY BAYPORT"|"1/4MI S INTX BAY AREA BLVD AND FAIRMONT PKWY"|"LA PORTE"|"1339426"|"TX"|"77572"|29.644722|-95.039722|""
"TX0086169"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.815556|-95.569167|""
"TX0086177"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.803889|-95.57|""
"TX0086185"|"110009747195"|"WEST PARK M.U.D. WWTP"|"19310 KATY FREEWAY"|"HOUSTON"|"1380948"|"TX"|"77056"|29.785833|-95.708611|""
"TX0086321"|"110039177342"|"UNKNOWN"|"UNKNOWN"|""|"1362189"|"TX"|""|31.306667|-96.892778|""
"TX0086347"|"110039177422"|"UNKNOWN"|"UNKNOWN"|""|"1344373"|"TX"|""|30.101944|-95.237778|""
"TX0086363"|"110000599353"|"WHARTON CHEMICAL COMPLEX"|"2400FT SW SAN BERNARD RV/USHWY"|"HUNGERFORD"|"1338297"|"TX"|"77448"|29.4375|-96.018333|"4"
"TX0086371"|"110009776581"|"SPORTMAN'S WORLD MUD"|"0.5MI S/SW BLUFF CREEK TIB"|"PALO PINTO COUNTY"|"1383967"|"TX"|"76484"|32.841944|-98.488333|""
"TX0086380"|"110014436583"|"CHAMBERS COUNTY MUD 1"|"264 0F ST HWY 146 AND OLD NEEDLE POINT RD"|"HOUSTON"|"1383821"|"TX"|"77002"|29.811889|-94.911028|""
"TX0086398"|"110000917090"|"AIR LIQUIDE AMERICA CORP"|"OLD BLOOMINGTON RD BETWEEN"|"BLOOMINGTON"|"1352429"|"TX"|"77951"|28.628333|-96.940833|""
"TX0086541"|"110034724252"|"NORTHWESTERN RESOURCES COMPANY"|"JEWETT LIGNITE SURFACE MINE"|"JEWETT"|"1360250"|"TX"|"75846"|31.413889|-96.236111|""
"TX0086550"|"110009776607"|"WESTWOOD VILLA WWTF"|"800' S. AND 1600' W. NW CORNER OF LEE CT FAIRGROUN"|"MONTGOMERY"|"1383929"|"TX"|"773560000"|30.174722|-96.966389|""
"TX0086568"|"110032912258"|"PELICAN ISLAND STORAGE WWTP"|"3801 GTI BLVD, SW INT PELICAN"|"GALVESTON"|"1377745"|"TX"|"77554"|29.313056|-94.806389|""
"TX0086576"|"110039198436"|"TRAVIS COUNTY WWTF"|"S.E. BURLESON-MANOR ROAD"|"AUSTIN"|"1384012"|"TX"|""|30.266667|-97.516667|""
"TX0086606"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.791944|-95.268611|""
"TX0086614"|"110039198454"|"SPRING INDEPENDENT SCHOOL DIST"|"2 MILES N OF FM ROAD 1960 ON HARDY RD"|"SPRING"|"1347681"|"TX"|""|30.063056|-95.414722|""
"TX0086622"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0086649"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1347681"|"TX"|""|29.729394|-95.000206|""
"TX0086665"|"110010131277"|"LAKE CONROE WW"|"3MI W INTX FM 830 & IH 45"|"LAKE CONROE"|"1383955"|"TX"|"77378"|30.39475|-95.536972|""
"TX0086673"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|30.017222|-95.390278|""
"TX0086690"|"110006686979"|"HARRIS COUNTY MUD 345 WWTP"|"1302 CYPRESS WIND ROAD"|"HOUSTON"|"1380948"|"TX"|"77056"|29.772222|-95.693333|""
"TX0086711"|"110039172631"|"TDCJ-ID, RAMSEY III PRISON UNI"|"ROUTE 4, BOX 1300"|"ROSHARON"|"1366883"|"TX"|"77583"|29.304722|-95.542222|""
"TX0086720"|"110009003568"|"REGENCY  -  FASHING GAS PLANT"|"2 MILES N. OF FASHING, TX"|"KARNES CITY"|"1379755"|"TX"|"78118"|""|""|""
"TX0086738"|"110009776634"|"DIAMOND HEAD WSC WWTF"|"1.0MI N INTX STHWY 105 ABD MCCAL RD"|"MONTGOMERY"|"1382317"|"TX"|"77356"|30.371111|-95.583889|""
"TX0087092"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1383886"|"TX"|""|29.744444|-95.643611|""
"TX0087149"|"110000503535"|"NORTHWEST WWTP"|"INTX IH 10 & EXECUTIVE CENTER"|"EL PASO"|"1380946"|"TX"|"79961"|31.8|-106.525|"4"
"TX0087157"|"110010922369"|"FORT BEND COUNTY MUD 37"|"1600' SW OF GREENS-BUSCH RD"|"HOUSTON"|"1383864"|"TX"|"77002"|29.770278|-95.85|"4"
"TX0087173"|"110006126717"|"EQUISTAR CHEMICALS - WWTP"|"WEST ST HWY 60,3 MILES SOUTH"|"BAY CITY"|"1370715"|"TX"|"77414"|28.784722|-95.988889|"4"
"TX0087190"|"110000462339"|"DRILLING SPECIALTIES ALAMO PLA"|"1MI S INTX FM 1485 AND JEFFERSON CHEMICAL RD"|"CONROE"|"1333238"|"TX"|"77305"|30.314167|-95.39|""
"TX0087203"|"110030995074"|"TRINITY PINES CONF CTR WWTF"|"1500' W. LAKE LIVINGSTON, 1400' N FMR 356"|"TRINITY"|"1370117"|"TX"|"758620707"|30.92|-95.274444|"4"
"TX0087246"|"110011507459"|"FRUITVALE ISD WWTP"|"US HWY 80 AND FMR 1910, 2.1M E. ST HWY 19"|"FRUITVALE"|"1336284"|"TX"|"75127"|32.6825|-95.803333|""
"TX0087254"|"110000501519"|"TEXAS PETROCHEMICALS, LP"|"4604 WEST BAKER ROAD"|"BAYTOWN"|"1380966"|"TX"|"77520"|29.766389|-95.020833|""
"TX0087271"|"110009776661"|"NORTH MISSION GLEN MUD WWTP"|"3/4MI S INTX ADDICKS-CLODINE R"|"GAINES"|"1383864"|"TX"|"77478"|29.6775|-95.665278|"4"
"TX0087335"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|""|"TX"|""|29.2|-95.409444|""
"TX0087343"|"110035772624"|"VALLEY VIEW WWTF"|"1.3MI S INTX FM 922 AND IH 35"|"VALLEY VIEW"|"1370559"|"TX"|"76272"|33.467222|-97.151389|""
"TX0087360"|"110009003602"|"CITY OF NEW LONDON SOUTH WWTP"|"7500' NW INTX ST HWY 323 FM 838"|"NEW LONDON"|"1342494"|"TX"|"75682"|32.243611|-94.960556|""
"TX0087416"|"110000462008"|"SPX FLOW TECHNOLOGY WWTF"|"19191 HEMPSTEAD ROAD"|"HOUSTON"|"1380948"|"TX"|"77240"|29.904722|-95.608889|""
"TX0087424"|"110039173202"|"LUTHER'S BAR B Q  - WWTP"|"703 FMR 1960 W.,S. FMR 1960 AND HAFER RD"|"HOUSTON"|"1380948"|"TX"|"770683730"|30.017778|-95.438889|""
"TX0087441"|"110002050725"|"KAVA FARMS"|"2.MI E INTX CENTERLINE RD & BUENA VISTA RD"|"LOS FRESNOS"|"1374724"|"TX"|"78566"|26.147247|-97.383838|""
"TX0087467"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0087475"|"110009776331"|"FIVE OAKS WWTP"|"3300' W FROM BRIDGE ROTHWOOD RD"|"HOUSTON"|"1337750"|"TX"|"77389"|30.105833|-95.491944|""
"TX0087483"|"110039173266"|"UNKNOWN"|"UNKNOWN"|""|"1370701"|"TX"|""|""|""|""
"TX0087491"|"110016703637"|"SHELDON WWTP"|"1/4 MI S INTX OLD BEAUMONT HWY AND SHELDON RD"|"HOUSTON"|"1380948"|"TX"|"77049"|29.859722|-95.121944|""
"TX0087505"|"110039173319"|"JAMES E. PETERSEN"|"7500 FT W OF HWY 290 AND FM 529"|"HOUSTON"|"1380948"|"TX"|"77020"|29.879167|-95.591667|""
"TX0087572"|"110039173364"|"UNKNOWN"|"UNKNOWN"|""|"1383817"|"TX"|""|""|""|""
"TX0087599"|"110000461848"|"TUBULAR PROCESSING DIVISION"|"9393 SHELDON ROAD"|"HOUSTON"|"1380948"|"TX"|"77049"|29.85|-95.129167|""
"TX0087602"|"110020515735"|"ISP SYNTHETIC ELASTOMERS"|"1615 MAIN STREET"|"PORT NECHES"|"1375534"|"TX"|"77651"|29.988333|-93.945556|""
"TX0087611"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0087661"|"110000822717"|"MILLENIUM RAIL, INC."|"1000F S FMR 1998, 3500F E INT"|"SCOTTSVILLE"|"1346827"|"TX"|"75688"|32.540556|-94.250556|""
"TX0087670"|"110028289046"|"CITY OF LA VILLA"|"1300FT W N FLDWAY, 2500FT N ST HWY 107"|"LA VILLA"|"1339419"|"TX"|"78562"|26.316111|-97.904167|""
"TX0087726"|"110000458282"|"HENRY W. PIRKEY POWER PLANT"|"ADJ TO RED OAK RD AT PT 6 MI SE HALLSVILLE"|"HALLSVILLE"|"1373984"|"TX"|"75650"|32.456944|-94.477778|""
"TX0087751"|"110002064612"|"CITY OF HONDO WWTP"|"1400' E OF INTERX OF FM 462"|"HONDO"|"1359487"|"TX"|"78861"|29.338056|-99.146111|""
"TX0087769"|"110039174363"|"UNKNOWN"|"UNKNOWN"|""|"1346465"|"TX"|""|26.500556|-97.639167|""
"TX0087785"|"110006686951"|"SUNDOWN MHP WWTF"|"12117 ALDINE-WESTFIELD RD 4000 FT S"|"HOUSTON"|"1380948"|"TX"|"77093"|29.889444|-95.354444|""
"TX0087793"|"110009747159"|"WOODLANDS PLANT"|"12541 SLEEPY HOLLOW RD"|"CONROE"|"1333238"|"TX"|"77385"|30.171389|-95.378889|"4"
"TX0087815"|"110000460153"|"OKLAUNION POWER STATION"|"3MI S-SE INTX FM 433 AND FM 3430"|"OKLAUNION"|"1384029"|"TX"|"75202"|34.079167|-99.176944|""
"TX0087831"|"110009746436"|"CITY OF NEW WAVERLY 2"|"200 HARRIS RD, 0.6 M W FMR 1375 AND US HWY 75"|"NEW WAVERLY"|"1363803"|"TX"|"77358"|30.537778|-95.493611|""
"TX0087840"|"110039174381"|"NYTA ENTERPRISES"|"2.5M E USHWY 59 E. MT HOUSTON"|"HOUSTON"|"1380948"|"TX"|"77050"|29.8875|-95.258056|""
"TX0087858"|"110039174416"|"MAURICEVILLE ELEMENTARY"|"900 FT NW 1130"|"MAURICEVILLE"|"1341084"|"TX"|""|30.199722|-93.869444|""
"TX0087866"|"110039169226"|"UNKNOWN"|"UNKNOWN"|""|"1343734"|"TX"|""|29.563333|-95.285556|""
"TX0087874"|"110039174489"|"UNKNOWN"|"UNKNOWN"|""|"1380946"|"TX"|""|31.602778|-106.256944|""
"TX0087921"|"110039198542"|"NORTH BELT 25-A"|"JOINT OWNERSHIP"|"HOUSTON"|"1380948"|"TX"|""|29.941944|-95.377222|""
"TX0087963"|"110009776386"|"CITY OF GOODRICH WWTP"|"1200FT SW FM RD 393 HWY 59"|"GOODRICH"|"1358169"|"TX"|"77335"|30.615833|-94.962222|""
"TX0087971"|"110024422409"|"SOLVAY INTEROX DEER PARK PLANT"|"1130 BATTLEGROUND RD,STHWY 134"|"DEER PARK"|"1334219"|"TX"|"775711916"|29.716667|-95.081667|""
"TX0087980"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0087998"|"110009776395"|"JACINTOPORT TERMINAL WWTP"|"16203 PENINSULA BLVD"|"HOUSTON"|"1380948"|"TX"|"77015"|29.750861|-95.105861|"4"
"TX0088056"|"110039198597"|"COOPER CAMERON CORPORATION"|"SW CORNER IH-10 AND PEDERSON RD"|"KATY"|"1380948"|"TX"|"77494"|29.771944|-95.884167|""
"TX0088081"|"110010498719"|"CITY OF LONE STAR - WWTP"|"1500' E. USHWY 259 AND MORRIS CT"|"LONE STAR"|"1340390"|"TX"|"75668"|32.907778|-94.709722|""
"TX0088099"|"110009776411"|"HANSON AGGREGATES WEST, INC."|"0.5MI NE OF THE TERMINATION OF"|"FERRIS"|"1383856"|"TX"|"75265"|32.500278|-96.563611|""
"TX0088102"|"110009776420"|"WOODGATE MH VILLAGE"|"0.25MI W INTX VETERANS MEMORIA"|"HOUSTON"|"1380948"|"TX"|"77308"|29.922778|-95.450278|""
"TX0088111"|"110009747177"|"CITY OF HOUSTON-HOUSTON AIRPOR"|"AIRPORT SYSTEM WWTP"|"HUMBLE"|"1380948"|"TX"|"77338"|29.988333|-95.3075|""
"TX0088129"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0088137"|"110009776439"|"WALNUT COVE WWTF"|"200F E. LAKE CONROE ON WEIR CK"|"WILLIS"|"1371602"|"TX"|"77378"|30.458333|-95.542778|""
"TX0088153"|"110010922323"|"CITY OF HOUSTON UPPER BRAYS"|"NE CORNER OF OLD WESTEIMER RD"|"HOSTON"|"1380948"|"TX"|"77082"|29.718639|-95.591139|"4"
"TX0088170"|"110002049300"|"NORTH KUEHLER WWTP"|".5M W FM 725 & .5MI S IH-35"|"NEW BRAUNFELS"|"1342440"|"TX"|"78130"|29.687778|-98.098611|""
"TX0088188"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.857222|-95.479167|""
"TX0088196"|"110039198604"|"PEARLAND TRACT WWTP"|"NE FARM MARKET ROAD 518"|"PEARLAND"|"1383805"|"TX"|""|29.565556|-95.3475|""
"TX0088200"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1383886"|"TX"|""|29.729394|-95.000206|""
"TX0088218"|"110010922332"|"GEORGE AIVAZIAN WWTF"|"1910 HWY 6 SOUTH"|"HOUSTON"|"1380948"|"TX"|"77077"|29.754722|-95.648889|""
"TX0088323"|"110039175530"|"TRANSWESTERN KATY FREEWAY"|"TEN PLAZA WWTP, BARKER CYPRESS"|"HOUSTON"|"1380948"|"TX"|"77094"|29.783333|-95.654167|""
"TX0088331"|"110000464462"|"THREE RIVERS REFINERY"|"301 LEROY STREET"|"THREE RIVERS"|"1348525"|"TX"|"78071"|28.455556|-98.188333|"4"
"TX0088366"|"110009747186"|"ANGLE ACRES WWTP"|"SW QUAD INTX CR 213 AND CR 547"|"ANGLETON"|"1366883"|"TX"|"77515"|29.168889|-95.398333|""
"TX0088374"|"110039175558"|"UNKNOWN"|"UNKNOWN"|""|"1329652"|"TX"|""|27.887222|-97.153056|""
"TX0088382"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0088391"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0088404"|"110039178662"|"AK STEEL CORPORATION"|"12527 GREENS BAYOU 9M E. CITY"|"HOUSTON"|"1380948"|"TX"|"77213"|29.775|-95.212222|""
"TX0088421"|"110039178680"|"UNKNOWN"|"UNKNOWN"|""|"1345587"|"TX"|""|""|""|""
"TX0088447"|"110009776457"|"LAKE SOUTH WATER SUPPLY CORP"|"700' N ST HWY 105, 1600' E MCCA"|"CONROE"|"1333238"|"TX"|"77301"|30.354167|-95.577778|""
"TX0088455"|"110000462179"|"V & M STAR - WWTP"|"8603 SHELDON ROAD"|"CHANNELVIEW"|"1373053"|"TX"|"77049"|29.8375|-95.133333|""
"TX0088463"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0088501"|"110010842927"|"KINGWOOD WEST WWTP"|"250 S RIVER RIDGE RD AND 0.75MI W OF US HWY 59"|"HOUSTON"|"1383955"|"TX"|"77207"|30.058333|-95.265556|""
"TX0088510"|"110002456351"|"PRAXAIR"|"AT INTX STRANG RD AND ST HWY 225"|"LAPORTE"|"1339426"|"TX"|"77572"|29.693056|-95.034444|"4"
"TX0088528"|"110006525493"|"STAR TUBULAR SER INC & LONE"|"STAR STEEL LP, 3 MILES NW US"|"LONE STAR"|"1340390"|"TX"|"756681000"|32.956944|-94.664722|""
"TX0088595"|"110039171749"|"UNKNOWN"|"UNKNOWN"|""|"1339753"|"TX"|""|""|""|""
"TX0088617"|"110039169306"|"UNKNOWN"|"UNKNOWN"|""|"1370715"|"TX"|""|28.995833|-96.271944|""
"TX0088633"|"110002152508"|"NORTH TEXAS MWD"|"E OF COLLIN CTY RD 317 S CONFLUENCE WILSON CONFLU"|"MC KINNEY"|"1350621"|"TX"|"75098"|33.125833|-96.561389|""
"TX0088650"|"110010922234"|"ROYAL COACH TRAILS WWTP"|"14003 WEST HARDY RD"|"HOUSTON"|"1380948"|"TX"|"77060"|29.8875|-95.368611|""
"TX0088668"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0088676"|"110009776171"|"SEC ENERGY PRODS & SRVS.- WWTP"|"0.75 MI NORTH OF TAUB RD"|"HOUSTON"|"1380948"|"TX"|"77064"|29.919472|-95.531972|""
"TX0088692"|"110039198837"|"MICHAEL G. MAHONEY"|"4200F S. ST HWY 105 AND KEENAN RD"|"BRYAN"|"1383955"|"TX"|"77805"|30.375|-95.666389|""
"TX0088781"|"110000460144"|"RHODIA INC. GUAR PROCESSING"|"PLANT, 201 HARRISON ST, 2M N"|"VERNON"|"1370623"|"TX"|"76384"|34.165556|-99.301944|""
"TX0088790"|"110039171801"|"UNKNOWN"|"UNKNOWN"|""|"1380947"|"TX"|""|""|""|""
"TX0088803"|"110039171829"|"UNKNOWN"|"UNKNOWN"|""|"1379652"|"TX"|""|""|""|""
"TX0088811"|"110010922252"|"CITY OF TRINITY WWTP"|"1500' E-SE INTX PEGODA RD RAMEY"|"TRINITY"|"1370117"|"TX"|"75862"|30.941944|-95.353611|""
"TX0088838"|"110009776180"|"HARRIS COUNTY MUD NO. 196-WWTP"|"1.7MI S INTX USHWY 290 AND BARKER"|"HOUSTON"|"1380948"|"TX"|"77002"|29.928333|-95.673333|""
"TX0088862"|"110009776199"|"CEDAR POINT - WWTP"|"E SIDE OF KICKAPOO CREEK ARM"|"HOUSTON"|"1383972"|"TX"|"77001"|30.803889|-95.076389|""
"TX0088871"|"110039198392"|"MIDWAY WWTF"|"HARRIS COUNTY"|"HUMBLE"|"1380948"|"TX"|""|30.018611|-95.350278|""
"TX0088897"|"110035772633"|"R AND A HARRIS SOUTH"|"13915 IH-45 NORTH"|"HOUSTON"|"1380948"|"TX"|"77090"|29.959167|-95.420556|""
"TX0088901"|"110009776224"|"CRANE CO. WWTF"|"W. JOHNSON RD & 9.8M W"|"CONROE"|"1333238"|"TX"|"77305"|30.304194|-95.616694|""
"TX0088927"|"110009776233"|"TIFCO INDUSTRIES"|"US HWY 290 AND HUFFMEISTER RD"|"HOUSTON"|"1355512"|"TX"|"77240"|29.931111|-95.633333|"4"
"TX0088935"|"110008150954"|"SOUTH HALLSVILLE  1 MINE"|"6501 FM 968 WEST"|"HALLSVILLE"|"1373984"|"TX"|"75650"|32.44|-94.508333|"4"
"TX0088951"|"110039169306"|"UNKNOWN"|"UNKNOWN"|""|"1370715"|"TX"|""|28.995833|-96.271944|""
"TX0089010"|"110009776242"|"PACK UNIT - WWTP"|"2 MI SW INTX PRISON SERVICE RD"|"NAVASOTA"|"1375099"|"TX"|"77868"|30.318889|-96.105833|""
"TX0089028"|"110009747097"|"LUTHER UNIT - WWTP"|"1.5M SW FM RD 2 STHWY 6, APPRO"|"COURTNEY"|"1333528"|"TX"|""|30.266389|-96.049722|""
"TX0089036"|"110009776251"|"JESTER III UNIT - WWTP"|"8000' N INTX USHWY 90A & HARLE"|"HUNTSVILLE"|"1383864"|"TX"|""|29.6225|-95.686111|""
"TX0089044"|"110009776260"|"POWLEDGE UNIT - WWTP"|"2M SW FMR 320 AND 645 5M NW FMR"|"HUNSTVILLE"|"1383786"|"TX"|"77340"|31.748333|-95.793333|""
"TX0089061"|"110009747104"|"OCEANEERING INTERNATIONAL WWTP"|"1MI W INTX FM 529 AND US HWY 290"|"HOUSTON"|"1380948"|"TX"|"77449"|29.878333|-95.587222|""
"TX0089087"|"110039198418"|"WEST LITTLE YORK OFFICE COMPLE"|"NORTH SIDE OF COMPLEX"|"HOUSTON"|"1380948"|"TX"|""|29.866667|-95.599722|""
"TX0089109"|"110005086423"|"BNSF RAILWAY COMPANY"|"800'N HAWKINS RD CROSSING &"|"TEMPLE"|"1369696"|"TX"|"76501"|31.0775|-97.3125|""
"TX0089117"|"110039171874"|"UNKNOWN"|"UNKNOWN"|""|"1333238"|"TX"|""|30.360556|-95.406667|""
"TX0089125"|"110000463702"|"EXXONMOBIL CHEMICAL COMPANY"|"MT BEVIEU POLYETHYLENE PLANT"|"MONT BELVIEU"|"1341809"|"TX"|"77580"|29.853889|-94.955278|"4"
